term	valence	score	score-socal	POS
mishandle	negative	-0.2	-1	verb
mistake	negative	-0.2	-1	verb
mistrust	negative	-0.2	-1	verb
misunderstand	negative	-0.2	-1	verb
misuse	negative	-0.2	-1	verb
moan	negative	-0.2	-1	verb
muster	negative	-0.2	-1	verb
mutter	negative	-0.2	-1	verb
neutralize	negative	-0.2	-1	verb
nullify	negative	-0.2	-1	verb
omit	negative	-0.2	-1	verb
oust	negative	-0.2	-1	verb
overachieve	negative	-0.2	-1	verb
overflow	negative	-0.2	-1	verb
overlook	negative	-0.2	-1	verb
overpower	negative	-0.2	-1	verb
overrun	negative	-0.2	-1	verb
overreact	negative	-0.2	-1	verb
oversimplify	negative	-0.2	-1	verb
overwhelm	negative	-0.2	-1	verb
pamper	negative	-0.2	-1	verb
perish	negative	-0.2	-1	verb
persecute	negative	-0.2	-1	verb
plod	negative	-0.2	-1	verb
prohibit	negative	-0.2	-1	verb
pry	negative	-0.2	-1	verb
quit	negative	-0.2	-1	verb
rationalize	negative	-0.2	-1	verb
rebut	negative	-0.2	-1	verb
recede	negative	-0.2	-1	verb
refrain	negative	-0.2	-1	verb
rehash	negative	-0.2	-1	verb
retaliate	negative	-0.2	-1	verb
retreat	negative	-0.2	-1	verb
rid	negative	-0.2	-1	verb
rip	negative	-0.2	-1	verb
risk	negative	-0.2	-1	verb
romanticize	negative	-0.2	-1	verb
sag	negative	-0.2	-1	verb
scald	negative	-0.2	-1	verb
scare	negative	-0.2	-1	verb
scorch	negative	-0.2	-1	verb
scowl	negative	-0.2	-1	verb
scrape	negative	-0.2	-1	verb
scrutinize	negative	-0.2	-1	verb
shock	negative	-0.2	-1	verb
slash	negative	-0.2	-1	verb
slug	negative	-0.2	-1	verb
smuggle	negative	-0.2	-1	verb
snatch	negative	-0.2	-1	verb
sneak	negative	-0.2	-1	verb
sob	negative	-0.2	-1	verb
sprain	negative	-0.2	-1	verb
stammer	negative	-0.2	-1	verb
sting	negative	-0.2	-1	verb
stole	negative	-0.2	-1	verb
stray	negative	-0.2	-1	verb
stuck	negative	-0.2	-1	verb
stunt	negative	-0.2	-1	verb
suppress	negative	-0.2	-1	verb
stumble	negative	-0.2	-1	verb
swore	negative	-0.2	-1	verb
tear	negative	-0.2	-1	verb
tease	negative	-0.2	-1	verb
tire	negative	-0.2	-1	verb
torn	negative	-0.2	-1	verb
transgress	negative	-0.2	-1	verb
trap	negative	-0.2	-1	verb
trespass	negative	-0.2	-1	verb
trick	negative	-0.2	-1	verb
trudge	negative	-0.2	-1	verb
undid	negative	-0.2	-1	verb
underuse	negative	-0.2	-1	verb
undo	negative	-0.2	-1	verb
unravel	negative	-0.2	-1	verb
uproot	negative	-0.2	-1	verb
wane	negative	-0.2	-1	verb
warp	negative	-0.2	-1	verb
whine	negative	-0.2	-1	verb
whip	negative	-0.2	-1	verb
wince	negative	-0.2	-1	verb
wound	negative	-0.2	-1	verb
yawn	negative	-0.2	-1	verb
yell	negative	-0.2	-1	verb
yearn	negative	-0.2	-1	verb
idolize	negative	-0.2	-1	verb
inhibit	negative	-0.2	-1	verb
impose	negative	-0.2	-1	verb
worry	negative	-0.2	-1	verb
subject	negative	-0.2	-1	verb
endure	negative	-0.2	-1	verb
fluster	negative	-0.2	-1	verb
snivel	negative	-0.2	-1	verb
insinuate	negative	-0.2	-1	verb
coddle	negative	-0.2	-1	verb
upstage	negative	-0.2	-1	verb
underutilize	negative	-0.2	-1	verb
squirm	negative	-0.2	-1	verb
micromanage	negative	-0.2	-1	verb
hound	negative	-0.2	-1	verb
hollywoodise	negative	-0.2	-1	verb
sidetrack	negative	-0.2	-1	verb
caricature	negative	-0.2	-1	verb
quibble	negative	-0.2	-1	verb
default	negative	-0.2	-1	verb
(act)_funny	negative	-0.2	-1	verb
(back)_out	negative	-0.2	-1	verb
(brush)_#PER?#_off	negative	-0.2	-1	verb
(#come#)_up_against	negative	-0.2	-1	verb
(crawl)_with	negative	-0.2	-1	verb
(cut)_off	negative	-0.2	-1	verb
(drift)_apart	negative	-0.2	-1	verb
(fritter)_away	negative	-0.2	-1	verb
(gang)_up	negative	-0.2	-1	verb
(#get#)_away_with	negative	-0.2	-1	verb
(#give#)_in	negative	-0.2	-1	verb
(#give#)_up	negative	-0.2	-1	verb
(#go#)_against	negative	-0.2	-1	verb
(#grow#)_apart	negative	-0.2	-1	verb
(kick)_#PER?#_out	negative	-0.2	-1	verb
(lag)_behind	negative	-0.2	-1	verb
(load)_down	negative	-0.2	-1	verb
(look)_down_on	negative	-0.2	-1	verb
(pad)_#NP?#_out	negative	-0.2	-1	verb
(palm)_off	negative	-0.2	-1	verb
(pass)_#NP?#_off_as	negative	-0.2	-1	verb
(pick)_on	negative	-0.2	-1	verb
(pose)_as	negative	-0.2	-1	verb
(put)_up_with	negative	-0.2	-1	verb
(#run#)_out	negative	-0.2	-1	verb
(saddle)_with	negative	-0.2	-1	verb
(scrape)_by	negative	-0.2	-1	verb
(settle)_[with|for]	negative	-0.2	-1	verb
(shake)_#PER?#_up	negative	-0.2	-1	verb
(shell)_out	negative	-0.2	-1	verb
(show)_off	negative	-0.2	-1	verb
(skimp)_on	negative	-0.2	-1	verb
(smack)_of	negative	-0.2	-1	verb
(stir)_$NP?#_up	negative	-0.2	-1	verb
(talk)_down_to	negative	-0.2	-1	verb
(turn)_against	negative	-0.2	-1	verb
(turn)_$NP?#_down	negative	-0.2	-1	verb
(wear)_#NP?#_out	negative	-0.2	-1	verb
die	negative	-0.2	-1	verb
trouble	negative	-0.2	-1	verb
distrust	negative	-0.2	-1	verb
blame	negative	-0.2	-1	verb
barge	negative	-0.2	-1	verb
overinflate	negative	-0.2	-1	verb
deflate	negative	-0.2	-1	verb
ache	negative	-0.2	-1	verb
cramp	negative	-0.2	-1	verb
jostle	negative	-0.2	-1	verb
rattle	negative	-0.2	-1	verb
obscure	negative	-0.2	-1	verb
rust	negative	-0.2	-1	verb
mistaken	negative	-0.2	-1	verb
lurk	negative	-0.2	-1	verb
smash	negative	-0.2	-1	verb
placate	negative	-0.2	-1	verb
overheat	negative	-0.2	-1	verb
deafen	negative	-0.2	-1	verb
haggle	negative	-0.2	-1	verb
cuss	negative	-0.2	-1	verb
quibble	negative	-0.2	-1	verb
mismatch	negative	-0.2	-1	verb
limp	negative	-0.2	-1	verb
discolor	negative	-0.2	-1	verb
discontinue	negative	-0.2	-1	verb
fatigue	negative	-0.2	-1	verb
refute	negative	-0.2	-1	verb
jam	negative	-0.2	-1	verb
bolt	negative	-0.2	-1	verb
sacrifice	negative	-0.2	-1	verb
blacken	negative	-0.2	-1	verb
belch	negative	-0.2	-1	verb
misinterpret	negative	-0.2	-1	verb
prolong	negative	-0.2	-1	verb
typecast	negative	-0.2	-1	verb
befuddle	negative	-0.2	-1	verb
pervade	negative	-0.2	-1	verb
disconnect	negative	-0.2	-1	verb
hiss	negative	-0.2	-1	verb
hobble	negative	-0.2	-1	verb
impel	negative	-0.2	-1	verb
slight	negative	-0.2	-1	verb
overreach	negative	-0.2	-1	verb
deform	negative	-0.2	-1	verb
rankle	negative	-0.2	-1	verb
prevaricate	negative	-0.2	-1	verb
prejudge	negative	-0.2	-1	verb
prattle	negative	-0.2	-1	verb
peeve	negative	-0.2	-1	verb
(object)_to	negative	-0.2	-1	verb
misunderstand	negative	-0.2	-1	verb
misunderstood	negative	-0.2	-1	verb
misrepresent	negative	-0.2	-1	verb
jabber	negative	-0.2	-1	verb
irk	negative	-0.2	-1	verb
impinge	negative	-0.2	-1	verb
hoodwink	negative	-0.2	-1	verb
gawk	negative	-0.2	-1	verb
frazzle	negative	-0.2	-1	verb
dupe	negative	-0.2	-1	verb
disorient	negative	-0.2	-1	verb
delude	negative	-0.2	-1	verb
daunt	negative	-0.2	-1	verb
carp	negative	-0.2	-1	verb
chastise	negative	-0.2	-1	verb
blab	negative	-0.2	-1	verb
blabber	negative	-0.2	-1	verb
beleaguer	negative	-0.2	-1	verb
belabor	negative	-0.2	-1	verb
bear 	negative	-0.2	-1	verb
abolish	negative	-0.4	-2	verb
accuse	negative	-0.4	-2	verb
agitate	negative	-0.4	-2	verb
allege	negative	-0.4	-2	verb
ambush	negative	-0.4	-2	verb
amputate	negative	-0.4	-2	verb
anger	negative	-0.4	-2	verb
annoy	negative	-0.4	-2	verb
antagonize	negative	-0.4	-2	verb
attack	negative	-0.4	-2	verb
avert	negative	-0.4	-2	verb
babble	negative	-0.4	-2	verb
badger	negative	-0.4	-2	verb
balk	negative	-0.4	-2	verb
banish	negative	-0.4	-2	verb
beat	negative	-0.4	-2	verb
belie	negative	-0.4	-2	verb
beware	negative	-0.4	-2	verb
bite	negative	-0.4	-2	verb
blather	negative	-0.4	-2	verb
block	negative	-0.4	-2	verb
blunder	negative	-0.4	-2	verb
bother	negative	-0.4	-2	verb
brag	negative	-0.4	-2	verb
bribe	negative	-0.4	-2	verb
bristle	negative	-0.4	-2	verb
bug	negative	-0.4	-2	verb
chafe	negative	-0.4	-2	verb
cheapen	negative	-0.4	-2	verb
choke	negative	-0.4	-2	verb
clash	negative	-0.4	-2	verb
coerce	negative	-0.4	-2	verb
collapse	negative	-0.4	-2	verb
commiserate	negative	-0.4	-2	verb
conceal	negative	-0.4	-2	verb
confine	negative	-0.4	-2	verb
conflict	negative	-0.4	-2	verb
confuse	negative	-0.4	-2	verb
conspire	negative	-0.4	-2	verb
constrain	negative	-0.4	-2	verb
contradict	negative	-0.4	-2	verb
contrive	negative	-0.4	-2	verb
covet	negative	-0.4	-2	verb
cringe	negative	-0.4	-2	verb
cripple	negative	-0.4	-2	verb
criticize	negative	-0.4	-2	verb
crush	negative	-0.4	-2	verb
curtail	negative	-0.4	-2	verb
damage	negative	-0.4	-2	verb
decay	negative	-0.4	-2	verb
deceive	negative	-0.4	-2	verb
defeat	negative	-0.4	-2	verb
deplete	negative	-0.4	-2	verb
depress	negative	-0.4	-2	verb
deprive	negative	-0.4	-2	verb
deride	negative	-0.4	-2	verb
detract	negative	-0.4	-2	verb
disappoint	negative	-0.4	-2	verb
disapprove	negative	-0.4	-2	verb
discredit	negative	-0.4	-2	verb
discriminate	negative	-0.4	-2	verb
dishearten	negative	-0.4	-2	verb
dislike	negative	-0.4	-2	verb
disrupt	negative	-0.4	-2	verb
dissatisfy	negative	-0.4	-2	verb
distort	negative	-0.4	-2	verb
distress	negative	-0.4	-2	verb
disturb	negative	-0.4	-2	verb
doom	negative	-0.4	-2	verb
drain	negative	-0.4	-2	verb
drown	negative	-0.4	-2	verb
dump	negative	-0.4	-2	verb
eliminate	negative	-0.4	-2	verb
embarrass	negative	-0.4	-2	verb
emote	negative	-0.4	-2	verb
encroach	negative	-0.4	-2	verb
erode	negative	-0.4	-2	verb
evict	negative	-0.4	-2	verb
exhaust	negative	-0.4	-2	verb
expel	negative	-0.4	-2	verb
fabricate	negative	-0.4	-2	verb
fake	negative	-0.4	-2	verb
falter	negative	-0.4	-2	verb
flaunt	negative	-0.4	-2	verb
flounder	negative	-0.4	-2	verb
force	negative	-0.4	-2	verb
forfeit	negative	-0.4	-2	verb
forsake	negative	-0.4	-2	verb
grieve	negative	-0.4	-2	verb
hamper	negative	-0.4	-2	verb
hedge	negative	-0.4	-2	verb
hinder	negative	-0.4	-2	verb
hunger	negative	-0.4	-2	verb
hustle	negative	-0.4	-2	verb
impair	negative	-0.4	-2	verb
impede	negative	-0.4	-2	verb
incur	negative	-0.4	-2	verb
inept	negative	-0.4	-2	verb
infect	negative	-0.4	-2	verb
infest	negative	-0.4	-2	verb
inflict	negative	-0.4	-2	verb
injure	negative	-0.4	-2	verb
invade	negative	-0.4	-2	verb
irritate	negative	-0.4	-2	verb
jeopardize	negative	-0.4	-2	verb
lack	negative	-0.4	-2	verb
lie	negative	-0.4	-2	verb
lose	negative	-0.4	-2	verb
lost	negative	-0.4	-2	verb
manipulate	negative	-0.4	-2	verb
mess	negative	-0.4	-2	verb
mock	negative	-0.4	-2	verb
murder	negative	-0.4	-2	verb
nag	negative	-0.4	-2	verb
negate	negative	-0.4	-2	verb
neglect	negative	-0.4	-2	verb
obsess	negative	-0.4	-2	verb
obstruct	negative	-0.4	-2	verb
offend	negative	-0.4	-2	verb
oppose	negative	-0.4	-2	verb
overact	negative	-0.4	-2	verb
overshadow	negative	-0.4	-2	verb
paralyze	negative	-0.4	-2	verb
patronize	negative	-0.4	-2	verb
perplex	negative	-0.4	-2	verb
prevade	negative	-0.4	-2	verb
perturb	negative	-0.4	-2	verb
plunder	negative	-0.4	-2	verb
pontificate	negative	-0.4	-2	verb
pout	negative	-0.4	-2	verb
preen	negative	-0.4	-2	verb
pretend	negative	-0.4	-2	verb
prosecute	negative	-0.4	-2	verb
provoke	negative	-0.4	-2	verb
punish	negative	-0.4	-2	verb
rebuff	negative	-0.4	-2	verb
recoil	negative	-0.4	-2	verb
refuse	negative	-0.4	-2	verb
regress	negative	-0.4	-2	verb
relapse	negative	-0.4	-2	verb
renounce	negative	-0.4	-2	verb
repress	negative	-0.4	-2	verb
reproach	negative	-0.4	-2	verb
resent	negative	-0.4	-2	verb
restrict	negative	-0.4	-2	verb
retard	negative	-0.4	-2	verb
revenge	negative	-0.4	-2	verb
revert	negative	-0.4	-2	verb
revoke	negative	-0.4	-2	verb
revolt	negative	-0.4	-2	verb
rupture	negative	-0.4	-2	verb
sap	negative	-0.4	-2	verb
scold	negative	-0.4	-2	verb
screw	negative	-0.4	-2	verb
seize	negative	-0.4	-2	verb
sever	negative	-0.4	-2	verb
shatter	negative	-0.4	-2	verb
shirk	negative	-0.4	-2	verb
shred	negative	-0.4	-2	verb
shun	negative	-0.4	-2	verb
skulk	negative	-0.4	-2	verb
slander	negative	-0.4	-2	verb
slot	negative	-0.4	-2	verb
smear	negative	-0.4	-2	verb
sneer	negative	-0.4	-2	verb
snore	negative	-0.4	-2	verb
spank	negative	-0.4	-2	verb
spawn	negative	-0.4	-2	verb
sputter	negative	-0.4	-2	verb
squander	negative	-0.4	-2	verb
stalk	negative	-0.4	-2	verb
startle	negative	-0.4	-2	verb
steal	negative	-0.4	-2	verb
stifle	negative	-0.4	-2	verb
stagnate	negative	-0.4	-2	verb
strangle	negative	-0.4	-2	verb
strain	negative	-0.4	-2	verb
stretch	negative	-0.4	-2	verb
struggle	negative	-0.4	-2	verb
succumb	negative	-0.4	-2	verb
suffer	negative	-0.4	-2	verb
suffocate	negative	-0.4	-2	verb
tamper	negative	-0.4	-2	verb
taunt	negative	-0.4	-2	verb
threaten	negative	-0.4	-2	verb
thrash	negative	-0.4	-2	verb
toil	negative	-0.4	-2	verb
trample	negative	-0.4	-2	verb
trivialize	negative	-0.4	-2	verb
undermine	negative	-0.4	-2	verb
underwhelm	negative	-0.4	-2	verb
vex	negative	-0.4	-2	verb
violate	negative	-0.4	-2	verb
wary	negative	-0.4	-2	verb
waste	negative	-0.4	-2	verb
weaken	negative	-0.4	-2	verb
wilt	negative	-0.4	-2	verb
writhe	negative	-0.4	-2	verb
assassinate	negative	-0.4	-2	verb
blind	negative	-0.4	-2	verb
disagree	negative	-0.4	-2	verb
ostracize	negative	-0.4	-2	verb
ramble	negative	-0.4	-2	verb
complain	negative	-0.4	-2	verb
disenchant	negative	-0.4	-2	verb
revulse	negative	-0.4	-2	verb
pigeonhole	negative	-0.4	-2	verb
flabbergast	negative	-0.4	-2	verb
harry	negative	-0.4	-2	verb
piss	negative	-0.4	-2	verb
fault	negative	-0.4	-2	verb
spoil	negative	-0.4	-2	verb
pester	negative	-0.4	-2	verb
bias	negative	-0.4	-2	verb
pan	negative	-0.4	-2	verb
drag	negative	-0.4	-2	verb
(#fall#)_short	negative	-0.4	-2	verb
(#come)_up_short	negative	-0.4	-2	verb
(stay)_away	negative	-0.4	-2	verb
(skip)_it	negative	-0.4	-2	verb
(slap)_on	negative	-0.4	-2	verb
(steer)_clear	negative	-0.4	-2	verb
(limit)_#NP?#_to	negative	-0.4	-2	verb
(pale)_in	negative	-0.4	-2	verb
(#take#)_DT_hit	negative	-0.4	-2	verb
(bog)_down	negative	-0.4	-2	verb
(#blow#)_#NP?#_up	negative	-0.4	-2	verb
(boot)_out	negative	-0.4	-2	verb
(#break#)_up	negative	-0.4	-2	verb
(cash)_in-on	negative	-0.4	-2	verb
(cast)_aside	negative	-0.4	-2	verb
(choke)_#NP?#_down	negative	-0.4	-2	verb
(cop)_out	negative	-0.4	-2	verb
[#can#]_(#do#)_without	negative	-0.4	-2	verb
[#can#]_(#do#)_better	negative	-0.4	-2	verb
(drive)_#PER?#_away	negative	-0.4	-2	verb
(#fall#)_behind	negative	-0.4	-2	verb
(dumb)_down	negative	-0.4	-2	verb
(#fall#)_apart	negative	-0.4	-2	verb
(gross)_#PER?#_out	negative	-0.4	-2	verb
(jerk)_#PER?#_around	negative	-0.4	-2	verb
(lash)_out	negative	-0.4	-2	verb
(let)_#PER?#_down	negative	-0.4	-2	verb
(#have#)_[INT]?_no_clue	negative	-0.4	-2	verb
(mess)_with	negative	-0.4	-2	verb
(object)_to	negative	-0.4	-2	verb
(pander)_to	negative	-0.4	-2	verb
(shirk)_from	negative	-0.4	-2	verb
(#string#)_along	negative	-0.4	-2	verb
(walk)_out	negative	-0.4	-2	verb
(wallow)_in	negative	-0.4	-2	verb
(weigh)_on	negative	-0.4	-2	verb
(wimp)_out	negative	-0.4	-2	verb
(wipe)_out	negative	-0.4	-2	verb
(shut)_up	negative	-0.4	-2	verb
(put)_#PER?#_off 	negative	-0.4	-2	verb
wallow	negative	-0.4	-2	verb
mar	negative	-0.4	-2	verb
bemoan	negative	-0.4	-2	verb
harm	negative	-0.4	-2	verb
exacerbate	negative	-0.4	-2	verb
vandalize	negative	-0.4	-2	verb
(coop)_up	negative	-0.4	-2	verb
dminish	negative	-0.4	-2	verb
malfunction	negative	-0.4	-2	verb
fool	negative	-0.4	-2	verb
slave	negative	-0.4	-2	verb
taint	negative	-0.4	-2	verb
broken	negative	-0.4	-2	verb
stain	negative	-0.4	-2	verb
relegate	negative	-0.4	-2	verb
booze	negative	-0.4	-2	verb
fornicate	negative	-0.4	-2	verb
rob	negative	-0.4	-2	verb
sadden	negative	-0.4	-2	verb
diss	negative	-0.4	-2	verb
complicit	negative	-0.4	-2	verb
viciousness	negative	-0.4	-2	verb
inability	negative	-0.4	-2	verb
tarnish	negative	-0.4	-2	verb
pollute	negative	-0.4	-2	verb
pain	negative	-0.4	-2	verb
miscalculate	negative	-0.4	-2	verb
mope	negative	-0.4	-2	verb
afflict	negative	-0.4	-2	verb
accost	negative	-0.4	-2	verb
unnerve	negative	-0.4	-2	verb
shame	negative	-0.4	-2	verb
reprove	negative	-0.4	-2	verb
overdo	negative	-0.4	-2	verb
mismanage	negative	-0.4	-2	verb
mire	negative	-0.4	-2	verb
malign	negative	-0.4	-2	verb
menace	negative	-0.4	-2	verb
jeer	negative	-0.4	-2	verb
invalidate	negative	-0.4	-2	verb
impugn	negative	-0.4	-2	verb
heckle	negative	-0.4	-2	verb
hamstrung	negative	-0.4	-2	verb
gripe	negative	-0.4	-2	verb
grouse	negative	-0.4	-2	verb
flout	negative	-0.4	-2	verb
enervate	negative	-0.4	-2	verb
emasculate	negative	-0.4	-2	verb
disrespect	negative	-0.4	-2	verb
dishonor	negative	-0.4	-2	verb
denigrate	negative	-0.4	-2	verb
debase	negative	-0.4	-2	verb
collude	negative	-0.4	-2	verb
bungle	negative	-0.4	-2	verb
besmirch	negative	-0.4	-2	verb
aunguish	negative	-0.4	-2	verb
affront	negative	-0.4	-2	verb
acerbate	negative	-0.4	-2	verb
abase	negative	-0.4	-2	verb
bash	negative	-0.4	-2	verb
bore	negative	-0.6	-3	verb
abuse	negative	-0.6	-3	verb
aggravate	negative	-0.6	-3	verb
alarm	negative	-0.6	-3	verb
alienate	negative	-0.6	-3	verb
atrophy	negative	-0.6	-3	verb
baffle	negative	-0.6	-3	verb
belie	negative	-0.6	-3	verb
belittle	negative	-0.6	-3	verb
bewilder	negative	-0.6	-3	verb
blast	negative	-0.6	-3	verb
bombard	negative	-0.6	-3	verb
brutalize	negative	-0.6	-3	verb
capsize	negative	-0.6	-3	verb
careen	negative	-0.6	-3	verb
cheat	negative	-0.6	-3	verb
condemn	negative	-0.6	-3	verb
confound	negative	-0.6	-3	verb
corrode	negative	-0.6	-3	verb
corrupt	negative	-0.6	-3	verb
cram	negative	-0.6	-3	verb
curse	negative	-0.6	-3	verb
degenerate	negative	-0.6	-3	verb
demean	negative	-0.6	-3	verb
denounce	negative	-0.6	-3	verb
deplore	negative	-0.6	-3	verb
deteriorate	negative	-0.6	-3	verb
despair	negative	-0.6	-3	verb
disavow	negative	-0.6	-3	verb
disgust	negative	-0.6	-3	verb
enrage	negative	-0.6	-3	verb
enslave	negative	-0.6	-3	verb
eradicate	negative	-0.6	-3	verb
exasperate	negative	-0.6	-3	verb
exploit	negative	-0.6	-3	verb
exterminate	negative	-0.6	-3	verb
fail	negative	-0.6	-3	verb
frustrate	negative	-0.6	-3	verb
gloat	negative	-0.6	-3	verb
loom	negative	-0.6	-3	verb
mangle	negative	-0.6	-3	verb
molest	negative	-0.6	-3	verb
obliterate	negative	-0.6	-3	verb
oppress	negative	-0.6	-3	verb
pervert	negative	-0.6	-3	verb
plagerize	negative	-0.6	-3	verb
plague	negative	-0.6	-3	verb
ravage	negative	-0.6	-3	verb
rebuke	negative	-0.6	-3	verb
regret	negative	-0.6	-3	verb
regurgitate	negative	-0.6	-3	verb
reject	negative	-0.6	-3	verb
repudiate	negative	-0.6	-3	verb
ridicule	negative	-0.6	-3	verb
rue	negative	-0.6	-3	verb
sabotage	negative	-0.6	-3	verb
scoff	negative	-0.6	-3	verb
screech	negative	-0.6	-3	verb
seethe	negative	-0.6	-3	verb
shrivel	negative	-0.6	-3	verb
slam	negative	-0.6	-3	verb
smother	negative	-0.6	-3	verb
spew	negative	-0.6	-3	verb
starve	negative	-0.6	-3	verb
stink	negative	-0.6	-3	verb
subjugate	negative	-0.6	-3	verb
subvert	negative	-0.6	-3	verb
thwart	negative	-0.6	-3	verb
torment	negative	-0.6	-3	verb
upset	negative	-0.6	-3	verb
usurp	negative	-0.6	-3	verb
wail	negative	-0.6	-3	verb
worsen	negative	-0.6	-3	verb
assault	negative	-0.6	-3	verb
behead	negative	-0.6	-3	verb
defame	negative	-0.6	-3	verb
degrade	negative	-0.6	-3	verb
demolish	negative	-0.6	-3	verb
demoralize	negative	-0.6	-3	verb
insult	negative	-0.6	-3	verb
rot	negative	-0.6	-3	verb
suck	negative	-0.6	-3	verb
bastardize	negative	-0.6	-3	verb
nauseate	negative	-0.6	-3	verb
pillage	negative	-0.6	-3	verb
humiliate	negative	-0.6	-3	verb
(piss)_#PER?#_off	negative	-0.6	-3	verb
(rip)_off	negative	-0.6	-3	verb
(#get#)_on_PRP$_nerves	negative	-0.6	-3	verb
who_(cares)	negative	-0.6	-3	verb
PRP_(#blow#)	negative	-0.6	-3	verb
(#blow#)_it	negative	-0.6	-3	verb
(#break#)_down	negative	-0.6	-3	verb
(chicken)_out	negative	-0.6	-3	verb
(dream)_on	negative	-0.6	-3	verb
(drive)_#PER?#_nuts	negative	-0.6	-3	verb
(fuck)_#NP?#_up	negative	-0.6	-3	verb
(#go#)_under	negative	-0.6	-3	verb
(mess)_#NP?#_up	negative	-0.6	-3	verb
reek	negative	-0.6	-3	verb
(weasel)_out_of	negative	-0.6	-3	verb
not_(shut)_up	negative	-0.6	-3	verb
shit	negative	-0.6	-3	verb
disillusion	negative	-0.6	-3	verb
wreak	negative	-0.6	-3	verb
stank	negative	-0.6	-3	verb
stunk	negative	-0.6	-3	verb
rape	negative	-0.6	-3	verb
womanize	negative	-0.6	-3	verb
destroy	negative	-0.6	-3	verb
hopelessness	negative	-0.6	-3	verb
incense	negative	-0.6	-3	verb
impoverish	negative	-0.6	-3	verb
harass	negative	-0.6	-3	verb
contaminate	negative	-0.6	-3	verb
vilify	negative	-0.6	-3	verb
traumatize	negative	-0.6	-3	verb
scandalize	negative	-0.6	-3	verb
repugn	negative	-0.6	-3	verb
rage	negative	-0.6	-3	verb
plagiarize	negative	-0.6	-3	verb
lambaste	negative	-0.6	-3	verb
imperil	negative	-0.6	-3	verb
glower	negative	-0.6	-3	verb
excoriate	negative	-0.6	-3	verb
eviserate	negative	-0.6	-3	verb
disparage	negative	-0.6	-3	verb
despoil	negative	-0.6	-3	verb
desecrate	negative	-0.6	-3	verb
demonize	negative	-0.6	-3	verb
blaspheme	negative	-0.6	-3	verb
brainwash	negative	-0.6	-3	verb
browbeat	negative	-0.6	-3	verb
appal	negative	-0.6	-3	verb
appall	negative	-0.6	-3	verb
befoul	negative	-0.6	-3	verb
agonize	negative	-0.8	-4	verb
annihilate	negative	-0.8	-4	verb
betray	negative	-0.8	-4	verb
damn	negative	-0.8	-4	verb
detest	negative	-0.8	-4	verb
dread	negative	-0.8	-4	verb
hate	negative	-0.8	-4	verb
horrify	negative	-0.8	-4	verb
infuriate	negative	-0.8	-4	verb
mortify	negative	-0.8	-4	verb
repulse	negative	-0.8	-4	verb
ruin	negative	-0.8	-4	verb
butcher	negative	-0.8	-4	verb
devastate	negative	-0.8	-4	verb
slaughter	negative	-0.8	-4	verb
terrify	negative	-0.8	-4	verb
terrorize	negative	-0.8	-4	verb
vomit	negative	-0.8	-4	verb
(#fall#)_[INT]?_flat	negative	-0.8	-4	verb
(roll)_over_in_PRP$_grave	negative	-0.8	-4	verb
could_[not]?_(care)_less	negative	-0.8	-4	verb
