term	valence	score	POS
jack	positive	0.125	n
jack	negative	-0.125	n
doodly-squat	positive	0.125	n
doodly-squat	negative	-0.125	n
diddlysquat	positive	0.125	n
diddlysquat	negative	-0.125	n
diddlyshit	positive	0.125	n
diddlyshit	negative	-0.125	n
diddly-squat	positive	0.125	n
diddly-squat	negative	-0.125	n
diddly-shit	positive	0.125	n
diddly-shit	negative	-0.125	n
diddly	positive	0.125	n
diddly	negative	-0.125	n
diddley	positive	0.125	n
diddley	negative	-0.125	n
trace	positive	0.125	n
suggestion	positive	0.125	n
hint	positive	0.125	n
spark	positive	0.125	n
whit	positive	0.125	n
tittle	positive	0.125	n
smidgin	positive	0.125	n
smidgeon	positive	0.125	n
smidgen	positive	0.125	n
smidge	positive	0.125	n
shred	positive	0.125	n
scintilla	positive	0.125	n
iota	positive	0.125	n
tot	negative	-0.125	n
plurality	negative	-0.25	n
pack	negative	-0.25	n
multitude	negative	-0.25	n
large number	negative	-0.25	n
battalion	negative	-0.25	n
torrent	negative	-0.25	n
inundation	negative	-0.25	n
flood	negative	-0.25	n
deluge	negative	-0.25	n
infinitude	negative	-0.375	n
upper limit	negative	-0.25	n
maximum	negative	-0.25	n
zillion	negative	-0.125	n
trillion	negative	-0.125	n
million	negative	-0.125	n
jillion	negative	-0.125	n
gazillion	negative	-0.125	n
billion	negative	-0.125	n
much	positive	0.125	n
much	negative	-0.125	n
myriad	negative	-0.25	n
wads	negative	-0.25	n
tons	negative	-0.25	n
stacks	negative	-0.25	n
slews	negative	-0.25	n
scores	negative	-0.25	n
scads	negative	-0.25	n
rafts	negative	-0.25	n
piles	negative	-0.25	n
oodles	negative	-0.25	n
lots	negative	-0.25	n
loads	negative	-0.25	n
lashings	negative	-0.25	n
heaps	negative	-0.25	n
gobs	negative	-0.25	n
dozens	negative	-0.25	n
breathing space	negative	-0.125	n
breathing room	negative	-0.125	n
volume	negative	-0.375	n
personal relationship	positive	0.125	n
personal relation	positive	0.125	n
obligation	positive	0.125	n
indebtedness	positive	0.125	n
contradictory	positive	0.125	n
contradictory	negative	-0.25	n
contrary	positive	0.25	n
contrary	negative	-0.125	n
evenness	positive	0.25	n
evenness	negative	-0.375	n
oddness	negative	-0.25	n
grass roots	positive	0.125	n
connexion	negative	-0.125	n
connection	negative	-0.125	n
connectedness	negative	-0.125	n
silver cord	negative	-0.125	n
communication	positive	0.125	n
materiality	positive	0.5	n
cogency	positive	0.125	n
point	positive	0.25	n
point	negative	-0.125	n
germaneness	positive	0.125	n
pertinency	positive	0.25	n
pertinence	positive	0.25	n
applicability	positive	0.25	n
relatedness	positive	0.25	n
inapplicability	positive	0.125	n
immateriality	positive	0.625	n
unrelatedness	negative	-0.5	n
extraneousness	positive	0.125	n
extraneousness	negative	-0.125	n
jussive mood	positive	0.25	n
jussive mood	negative	-0.25	n
imperative mood	positive	0.25	n
imperative mood	negative	-0.25	n
imperative form	positive	0.25	n
imperative form	negative	-0.25	n
imperative	positive	0.25	n
imperative	negative	-0.25	n
imperfective aspect	negative	-0.5	n
imperfective	negative	-0.5	n
subordination	negative	-0.5	n
hyponymy	negative	-0.5	n
superordination	positive	0.5	n
hypernymy	positive	0.5	n
homonymy	positive	0.375	n
basis	positive	0.25	n
base	positive	0.25	n
highlight	positive	0.125	n
high spot	positive	0.125	n
kinship	positive	0.5	n
affinity	positive	0.5	n
mutual understanding	negative	-0.125	n
mutual affection	negative	-0.125	n
affinity	negative	-0.5	n
steprelationship	positive	0.25	n
scale	negative	-0.25	n
absentee rate	negative	-0.5	n
hospital occupancy	positive	0.125	n
vacancy rate	negative	-0.375	n
adult intelligence	negative	-0.25	n
borderline intelligence	positive	0.125	n
odds	positive	0.375	n
betting odds	positive	0.375	n
morbidity	positive	0.25	n
quarter	positive	0.125	n
medical relation	positive	0.125	n
doctor-patient relation	positive	0.125	n
nurse-patient relation	positive	0.125	n
bank-depositor relation	positive	0.125	n
partner relation	positive	0.125	n
academic relation	positive	0.125	n
parasitism	negative	-0.5	n
trophobiosis	negative	-0.125	n
mutualness	negative	-0.25	n
mutuality	negative	-0.25	n
sharing	positive	0.125	n
sharing	negative	-0.375	n
scale of measurement	negative	-0.25	n
scale	negative	-0.25	n
ordered series	negative	-0.25	n
graduated table	negative	-0.25	n
wage schedule	positive	0.125	n
wage scale	positive	0.125	n
comparison	negative	-0.125	n
imaginative comparison	positive	0.25	n
imaginative comparison	negative	-0.25	n
standard of measurement	positive	0.125	n
standard of measurement	negative	-0.25	n
gauge	positive	0.125	n
gauge	negative	-0.25	n
antipode	positive	0.625	n
antithesis	positive	0.75	n
direct contrast	positive	0.125	n
direct contrast	negative	-0.125	n
contrast	positive	0.125	n
contrast	negative	-0.125	n
gradable opposition	positive	0.625	n
sign	positive	0.25	n
sign	negative	-0.125	n
polarity	positive	0.25	n
polarity	negative	-0.125	n
positivity	positive	0.5	n
positivity	negative	-0.25	n
positiveness	positive	0.5	n
positiveness	negative	-0.25	n
negativity	negative	-0.25	n
negativeness	negative	-0.25	n
complementarity	positive	0.125	n
contradiction	negative	-0.125	n
repugnance	negative	-0.25	n
mutual exclusiveness	negative	-0.25	n
inconsistency	negative	-0.25	n
incompatibility	negative	-0.25	n
contrary	positive	0.75	n
natural shape	negative	-0.125	n
two-dimensional figure	positive	0.125	n
plane figure	positive	0.125	n
angularity	positive	0.25	n
angular shape	positive	0.25	n
round shape	positive	0.125	n
convex polygon	positive	0.125	n
convex polygon	negative	-0.25	n
distortion	positive	0.25	n
distorted shape	positive	0.25	n
amorphous shape	positive	0.25	n
amorphous shape	negative	-0.25	n
s-shape	positive	0.125	n
hook	positive	0.25	n
crotchet	positive	0.25	n
dome	positive	0.125	n
conoid	positive	0.125	n
cone shape	positive	0.125	n
cone	positive	0.125	n
funnel shape	positive	0.125	n
funnel	positive	0.125	n
oblong	positive	0.125	n
square	positive	0.125	n
triangle	positive	0.25	n
acute triangle	positive	0.25	n
acute-angled triangle	positive	0.25	n
oblique triangle	negative	-0.125	n
scalene triangle	negative	-0.5	n
trapezium	negative	-0.125	n
spherical triangle	positive	0.125	n
knot	negative	-0.25	n
gnarl	negative	-0.25	n
campana	positive	0.125	n
bell shape	positive	0.125	n
bell	positive	0.125	n
oblique angle	negative	-0.5	n
trough	negative	-0.125	n
bowl	negative	-0.125	n
wart	negative	-0.125	n
disproportion	positive	0.25	n
spheroid	positive	0.125	n
ellipsoid of revolution	positive	0.125	n
tower	positive	0.125	n
pillar	positive	0.125	n
column	positive	0.125	n
pearl	positive	0.125	n
drop	positive	0.125	n
bead	positive	0.125	n
diagonal	negative	-0.5	n
bias	negative	-0.5	n
notch	positive	0.125	n
sag	positive	0.125	n
droop	positive	0.125	n
mensal line	positive	0.375	n
love line	positive	0.375	n
line of heart	positive	0.375	n
heart line	positive	0.375	n
line of saturn	positive	0.125	n
line of fate	positive	0.125	n
line of destiny	positive	0.125	n
plication	positive	0.125	n
fold	positive	0.125	n
flexure	positive	0.125	n
crimp	positive	0.125	n
crease	positive	0.125	n
bend	positive	0.125	n
ruck	negative	-0.625	n
pucker	negative	-0.625	n
sinusoid	negative	-0.375	n
sine curve	negative	-0.375	n
shapelessness	negative	-0.375	n
blob	negative	-0.5	n
hole	negative	-0.25	n
point	positive	0.125	n
dot	positive	0.125	n
stemma	positive	0.125	n
facet	positive	0.125	n
regular polyhedron	positive	0.125	n
regular convex solid	positive	0.125	n
regular convex polyhedron	positive	0.125	n
platonic solid	positive	0.125	n
platonic body	positive	0.125	n
ideal solid	positive	0.125	n
regular tetrahedron	negative	-0.125	n
trapezohedron	negative	-0.125	n
wedge shape	positive	0.125	n
wedge	positive	0.125	n
cuneus	positive	0.125	n
projection	positive	0.125	n
cleavage	positive	0.125	n
ornamentation	positive	0.125	n
conditionality	positive	0.125	n
saturation	negative	-0.5	n
saturation point	negative	-0.5	n
niche	positive	0.25	n
election	positive	0.5	n
soup	negative	-0.375	n
trust	positive	0.375	n
confidence	positive	0.375	n
acquaintanceship	positive	0.5	n
acquaintance	positive	0.5	n
anaclisis	positive	0.375	n
friendship	positive	0.125	n
friendly relationship	positive	0.125	n
intrigue	positive	0.5	n
intrigue	negative	-0.125	n
romance	positive	0.25	n
love affair	positive	0.25	n
sexual relationship	positive	0.5	n
liaison	positive	0.375	n
liaison	negative	-0.125	n
involvement	positive	0.375	n
involvement	negative	-0.125	n
intimacy	positive	0.375	n
intimacy	negative	-0.125	n
amour	positive	0.375	n
amour	negative	-0.125	n
affaire	positive	0.375	n
affaire	negative	-0.125	n
affair	positive	0.375	n
affair	negative	-0.125	n
dystopia	negative	-0.625	n
acceptance	positive	0.25	n
challenge	positive	0.375	n
challenge	negative	-0.25	n
childlessness	negative	-0.25	n
crisis	positive	0.25	n
crisis	negative	-0.375	n
element	positive	0.125	n
exclusion	positive	0.125	n
hornets' nest	positive	0.125	n
hornet's nest	positive	0.125	n
hotbed	negative	-0.375	n
hot potato	negative	-0.625	n
how-do-you-do	negative	-0.375	n
how-d'ye-do	negative	-0.375	n
inclusion	positive	0.125	n
mexican standoff	positive	0.25	n
mexican standoff	negative	-0.25	n
nightmare	positive	0.125	n
nightmare	negative	-0.25	n
incubus	positive	0.125	n
incubus	negative	-0.25	n
straits	negative	-0.5	n
strait	negative	-0.5	n
pass	negative	-0.5	n
purgatory	negative	-0.375	n
rejection	positive	0.125	n
swamp	negative	-0.5	n
standardization	positive	0.25	n
standardisation	positive	0.25	n
wild	negative	-0.25	n
state of nature	negative	-0.25	n
natural state	negative	-0.25	n
extremity	negative	-0.125	n
profoundness	positive	0.5	n
vagrancy	negative	-0.25	n
time bomb	negative	-0.25	n
ticking bomb	negative	-0.25	n
tinderbox	negative	-0.125	n
over-crowding	negative	-0.5	n
congestion	negative	-0.5	n
egality	positive	0.125	n
egality	negative	-0.25	n
egalite	positive	0.125	n
egalite	negative	-0.25	n
place	positive	0.125	n
quality	positive	0.375	n
standing	positive	0.125	n
high status	positive	0.5	n
centre stage	positive	0.125	n
center stage	positive	0.125	n
stardom	positive	0.125	n
stardom	negative	-0.25	n
title	positive	0.125	n
title	negative	-0.25	n
championship	positive	0.125	n
championship	negative	-0.25	n
triple crown	positive	0.125	n
triple crown	positive	0.375	n
seniority	positive	0.5	n
senior status	positive	0.5	n
higher status	positive	0.5	n
higher rank	positive	0.5	n
priority	negative	-0.25	n
precedency	negative	-0.25	n
precedence	negative	-0.25	n
back burner	negative	-0.25	n
front burner	negative	-0.375	n
transcendency	positive	0.25	n
transcendence	positive	0.25	n
superiority	positive	0.25	n
order	positive	0.125	n
holy order	positive	0.125	n
lowness	negative	-0.625	n
lowliness	negative	-0.625	n
low status	negative	-0.625	n
lower status	positive	0.125	n
lower status	negative	-0.5	n
lower rank	positive	0.125	n
lower rank	negative	-0.5	n
inferiority	positive	0.125	n
inferiority	negative	-0.5	n
backseat	negative	-0.5	n
shade	negative	-0.375	n
subsidiarity	positive	0.5	n
subsidiarity	negative	-0.25	n
subordinateness	positive	0.5	n
subordinateness	negative	-0.25	n
servant	negative	-0.375	n
handmaiden	negative	-0.375	n
handmaid	negative	-0.375	n
junior status	negative	-0.5	n
subservientness	positive	0.125	n
subservience	positive	0.125	n
villeinage	negative	-0.25	n
villainage	negative	-0.25	n
left-handedness	positive	0.25	n
genuineness	positive	0.25	n
genuineness	negative	-0.375	n
realness	positive	0.125	n
reality	positive	0.125	n
realism	positive	0.125	n
reality	positive	0.125	n
verity	positive	0.5	n
verity	negative	-0.25	n
truth	positive	0.5	n
truth	negative	-0.25	n
trueness	positive	0.5	n
trueness	negative	-0.25	n
the true	positive	0.5	n
the true	negative	-0.25	n
coexistence	negative	-0.25	n
life eternal	positive	0.125	n
life eternal	negative	-0.25	n
eternal life	positive	0.125	n
eternal life	negative	-0.25	n
immanency	negative	-0.25	n
immanence	negative	-0.25	n
inherency	negative	-0.25	n
inherence	negative	-0.25	n
thereness	positive	0.125	n
nonbeing	negative	-0.125	n
nonexistence	negative	-0.125	n
nonentity	negative	-0.125	n
unreality	negative	-0.625	n
irreality	negative	-0.625	n
cloud	negative	-0.25	n
spuriousness	positive	0.125	n
spuriousness	negative	-0.375	n
absence	positive	0.125	n
absence	negative	-0.125	n
nonoccurrence	positive	0.375	n
nonoccurrence	negative	-0.375	n
death	positive	0.125	n
death	negative	-0.625	n
extinction	negative	-0.5	n
defunctness	negative	-0.5	n
marital status	negative	-0.125	n
marriage of convenience	positive	0.375	n
misalliance	positive	0.125	n
misalliance	negative	-0.25	n
open marriage	positive	0.25	n
open marriage	negative	-0.5	n
celibacy	positive	0.125	n
celibacy	negative	-0.5	n
virginity	positive	0.375	n
widowhood	negative	-0.125	n
unemployment	negative	-0.625	n
tranquillity	positive	0.125	n
tranquillity	negative	-0.375	n
tranquility	positive	0.125	n
tranquility	negative	-0.375	n
quiet	positive	0.125	n
quiet	negative	-0.375	n
harmony	positive	0.125	n
concordance	positive	0.125	n
concord	positive	0.125	n
peace	positive	0.25	n
comity of nations	positive	0.5	n
peace	positive	0.125	n
amity	negative	-0.25	n
mollification	positive	0.25	n
agreement	positive	0.125	n
accord	positive	0.125	n
unanimity	positive	0.5	n
nihilism	positive	0.375	n
immunological disorder	negative	-0.25	n
immunocompetence	negative	-0.75	n
immunodeficiency	negative	-0.25	n
bloodiness	positive	0.125	n
confusion	negative	-0.375	n
demoralization	negative	-0.125	n
demoralisation	negative	-0.125	n
bluster	positive	0.125	n
bluster	negative	-0.375	n
topsy-turvyness	negative	-0.25	n
topsy-turvydom	negative	-0.25	n
pandemonium	negative	-0.25	n
chaos	negative	-0.25	n
bedlam	negative	-0.25	n
hugger-mugger	negative	-0.25	n
shemozzle	negative	-0.125	n
schemozzle	negative	-0.125	n
rowdyism	positive	0.375	n
rowdiness	positive	0.375	n
roughness	positive	0.375	n
disorderliness	positive	0.375	n
to-do	negative	-0.625	n
kerfuffle	negative	-0.625	n
hurly burly	negative	-0.625	n
hoo-hah	negative	-0.625	n
hoo-ha	negative	-0.625	n
flutter	negative	-0.625	n
disturbance	negative	-0.625	n
disruption	negative	-0.625	n
commotion	negative	-0.625	n
upheaval	negative	-0.625	n
turmoil	negative	-0.625	n
convulsion	negative	-0.625	n
earthquake	negative	-0.875	n
incident	negative	-0.25	n
tempest	negative	-0.5	n
storm	negative	-0.5	n
storm centre	negative	-0.375	n
storm center	negative	-0.375	n
uproar	negative	-0.125	n
tumultuousness	negative	-0.125	n
tumult	negative	-0.125	n
garboil	negative	-0.125	n
combustion	negative	-0.25	n
strife	negative	-0.375	n
discord	negative	-0.375	n
roller coaster	positive	0.375	n
roller coaster	negative	-0.25	n
rage	negative	-0.125	n
hostility	positive	0.125	n
enmity	positive	0.125	n
antagonism	positive	0.125	n
tension	positive	0.125	n
tension	negative	-0.375	n
latent hostility	positive	0.125	n
latent hostility	negative	-0.375	n
dissonance	positive	0.125	n
dissension	positive	0.125	n
disagreement	positive	0.125	n
disunity	positive	0.125	n
disunity	negative	-0.5	n
divide	negative	-0.375	n
suspicion	positive	0.125	n
suspicion	negative	-0.125	n
cloud	negative	-0.25	n
illumination	negative	-0.125	n
lighting	negative	-0.125	n
light	negative	-0.125	n
darkness	positive	0.125	n
darkness	negative	-0.5	n
dark	positive	0.125	n
dark	negative	-0.5	n
night	negative	-0.375	n
total darkness	positive	0.125	n
total darkness	negative	-0.25	n
pitch blackness	positive	0.125	n
pitch blackness	negative	-0.25	n
lightlessness	positive	0.125	n
lightlessness	negative	-0.25	n
blackness	positive	0.125	n
blackness	negative	-0.25	n
black	positive	0.125	n
black	negative	-0.25	n
dimout	negative	-0.25	n
brownout	negative	-0.25	n
blackout	negative	-0.25	n
semidarkness	positive	0.125	n
semidarkness	negative	-0.5	n
overcast	negative	-0.25	n
cloudiness	negative	-0.25	n
duskiness	negative	-0.125	n
dimness	negative	-0.125	n
obscurity	negative	-0.625	n
obscureness	negative	-0.625	n
transport	positive	0.25	n
transport	negative	-0.125	n
raptus	positive	0.25	n
raptus	negative	-0.125	n
rapture	positive	0.25	n
rapture	negative	-0.125	n
exaltation	positive	0.25	n
exaltation	negative	-0.125	n
ecstasy	positive	0.25	n
ecstasy	negative	-0.125	n
satisfaction	positive	0.625	n
satisfaction	negative	-0.125	n
gratification	positive	0.625	n
gratification	negative	-0.125	n
quality of life	positive	0.125	n
comfort	positive	0.125	n
comfort	negative	-0.625	n
happiness	positive	1	n
felicity	positive	1	n
blessedness	negative	-0.5	n
beatitude	negative	-0.5	n
beatification	negative	-0.5	n
walking on air	positive	1	n
seventh heaven	positive	1	n
cloud nine	positive	1	n
blissfulness	positive	1	n
bliss	positive	1	n
rapture	positive	0.125	n
rapture	negative	-0.125	n
ecstasy	positive	0.125	n
ecstasy	negative	-0.125	n
nirvana	negative	-0.625	n
enlightenment	negative	-0.625	n
state	negative	-0.25	n
unhappiness	negative	-0.625	n
embitterment	positive	0.125	n
embitterment	negative	-0.125	n
sorrowfulness	negative	-0.625	n
sorrow	negative	-0.625	n
sadness	negative	-0.625	n
mourning	negative	-0.375	n
bereavement	negative	-0.375	n
poignancy	negative	-0.625	n
poignance	negative	-0.625	n
innocence	positive	0.125	n
whiteness	positive	0.75	n
sinlessness	positive	0.75	n
purity	positive	0.75	n
pureness	positive	0.75	n
innocence	positive	0.75	n
cleanness	negative	-0.625	n
clear	positive	0.25	n
guiltiness	negative	-0.625	n
guilt	negative	-0.625	n
culpableness	negative	-0.125	n
culpability	negative	-0.125	n
blameworthiness	negative	-0.125	n
bloodguilt	negative	-0.125	n
complicity	positive	0.25	n
complicity	negative	-0.25	n
criminalness	positive	0.125	n
criminality	positive	0.125	n
criminalism	positive	0.125	n
guilt by association	negative	-0.125	n
indictability	negative	-0.25	n
impeachability	negative	-0.25	n
academic freedom	negative	-0.375	n
fragmentation	positive	0.25	n
license	positive	0.375	n
licence	positive	0.375	n
latitude	negative	-0.375	n
license	negative	-0.375	n
