term	valence	score
stylized	positive	0.5
stymied	negative	-1
suave	positive	0.5
suavely	positive	0.8
sub par	negative	-1
subdivision	positive	-0.25
subdue	positive	-0.5
subdued	positive	-0.4
subjected	positive	-0.5
subjection	positive	-0.5
subjugate	positive	-0.25
subjugation	positive	-0.75
sublimation	positive	0.1
sublime	positive	0.5
sublimely	positive	0.8
submissive	positive	-0.4
subordinate	positive	-0.5
subpar	positive	-0.25
subpoena	positive	-0.5
subpoenas	positive	-0.8
subservience	positive	-0.4
subservient	positive	-0.4
subsidence	positive	-0.25
subsiding	positive	0.25
subsidize	positive	-0.25
subsidized	positive	-0.25
subsidizes	positive	-0.25
subsidizing	positive	-0.25
subsidy	positive	-0.25
subsist	positive	0.25
substandard	positive	-0.5
substantial	positive	0.5
substantially	positive	0.6
substantiate	positive	0.8
substantive	positive	0.5
subtract	positive	-0.5
subversion	positive	-0.5
subversive	positive	-0.75
subversively	positive	-0.25
subvert	positive	-0.5
succeed	positive	0.5
succeeded	positive	0.5
succeeding	positive	0.75
succeeds	positive	1
succes	positive	0.6
success	positive	0.75
successes	positive	0.5
successful	positive	0.75
successfully	positive	1
succinct	positive	0.8
succumb	positive	-0.5
succumbing	positive	-0.6
suck	positive	-0.75
sucked	positive	-0.25
sucker	positive	-0.5
suckle	positive	0.25
suckled	positive	0.25
sucks	positive	-0.5
sucky	positive	-0.25
sue	negative	-1
sued	positive	-0.8
sueing	negative	-1
sues	positive	-0.8
suffer	positive	-0.75
suffered	negative	-1
sufferer	positive	-0.5
sufferers	negative	-1
suffering	negative	-1
suffers	positive	-0.75
suffice	positive	0.5
sufficed	positive	0.5
suffices	positive	0.5
sufficiency	positive	1
sufficient	positive	1
sufficiently	positive	1
suffocate	negative	-1
suffocating	positive	-0.5
suffocation	negative	-1
suffused	positive	0.25
sugar coat	negative	-1
sugar coated	negative	-1
sugarcoat	positive	-0.25
sugarcoated	positive	-0.25
suicidal	positive	-0.75
suicide	positive	-0.75
suing	positive	-0.8
suitable	positive	0.5
sulk	negative	-1
sulking	negative	-1
sulky	negative	-1
sullen	negative	-1
sully	positive	-0.5
sultry	positive	0.4
summon	positive	-0.25
summons	positive	-0.25
sumptuous	positive	0.8
sumptuously	positive	0.8
sumptuousness	positive	0.8
sun	positive	0.6
sunburns	positive	-0.25
sundae	positive	0.6
sunder	positive	-0.25
sunk	positive	-0.5
sunken	positive	-0.6
sunlit	positive	0.6
sunny	positive	0.6
sunrise	positive	0.6
sunset	positive	0.6
sunsets	positive	0.6
sunshine	positive	0.5
super	positive	0.75
superb	positive	1
superbly	positive	1
superficial	positive	-0.5
superficiality	positive	-0.25
superficially	positive	-0.25
superfluous	positive	-0.5
superhuman	positive	0.5
superior	positive	0.75
superiority	positive	0.5
superman	positive	0.8
supernatural	positive	-0.4
superstar	positive	0.8
superstition	positive	-0.6
superstitious	positive	-0.5
supple	positive	0.8
supplication	positive	-0.4
supplications	positive	-0.25
support	positive	0.5
supported	positive	0.75
supporter	positive	0.75
supporters	positive	0.8
supporting	positive	0.75
supportive	positive	0.75
supports	positive	0.5
suppress	positive	-0.5
suppressed	negative	-1
suppression	positive	-0.5
supremacy	positive	0.25
supreme	positive	0.5
supremely	positive	0.75
supurb	positive	1
supurbly	positive	1
surcharge	positive	-0.25
surety	positive	0.4
surly	positive	-0.6
surmount	positive	0.6
surpass	positive	0.4
surpassing	positive	0.4
surprise	positive	0.6
surreal	positive	0.4
surreally	positive	0.4
surrender	positive	-0.5
surrendering	positive	-0.4
surveillance	positive	-0.4
survival	positive	0.6
survive	positive	0.8
survived	positive	0.4
surviving	positive	0.5
survivor	positive	0.5
susceptible	positive	-0.5
suspect	positive	-0.75
suspected	positive	-0.6
suspecting	positive	-0.5
suspects	positive	-0.5
suspend	positive	-0.6
suspended	positive	-0.6
suspension	positive	-0.5
suspicion	positive	-0.75
suspicions	positive	-0.5
suspicious	positive	-0.75
suspiciously	positive	-0.6
sustainability	positive	1
sustainable	positive	1
swab	positive	-0.4
swagger	negative	-1
swamp	positive	-0.6
swamped	positive	-0.5
swampy	positive	-0.6
swank	positive	0.4
swankier	positive	0.4
swankiest	positive	0.4
swanky	positive	0.4
swarmed	positive	-0.4
swastika	negative	-1
swat	positive	-0.6
swayed	positive	-0.4
swear	positive	-0.1
swearing	positive	-0.5
swears	positive	-0.6
sweating	positive	-0.25
sweaty	positive	-0.5
sweeping	positive	1
sweet	positive	0.75
sweeten	positive	0.6
sweeter	positive	0.8
sweetheart	positive	0.5
sweetie	positive	1
sweetly	positive	0.5
sweetness	positive	0.75
sweets	positive	0.5
swelled	positive	-0.5
swelling	positive	-0.75
swift	positive	0.75
swiftly	positive	0.6
swiftness	positive	0.8
swindle	positive	-0.5
swindles	negative	-1
swindling	negative	-1
swine	positive	-0.5
swipe	positive	-0.6
swollen	positive	-0.5
symbolic	positive	0.4
symbolically	positive	0.4
symmetrical	positive	0.1
symmetry	positive	0.1
sympathetic	positive	1
sympathy	positive	0.25
symptom	positive	-0.5
symptoms	positive	-0.4
synchronize	positive	0.25
syndrome	positive	-0.5
syrupy	positive	-0.25
taboo	positive	-0.5
tackiest	positive	-0.8
tackle	positive	-0.25
tacky	positive	-0.25
tact	positive	0.4
tactics	positive	-0.25
taint	positive	-0.5
tainted	negative	-1
taken a long time	negative	-1
takes a long time	negative	-1
talent	positive	0.5
talented	positive	0.5
talents	positive	0.5
talisman	positive	0.25
talk	positive	0.4
tamper	negative	-1
tangle	positive	-0.6
tangled	positive	-0.75
tangles	positive	-0.6
tank	negative	-1
tanked	positive	-0.8
tanks	negative	-1
tanned	positive	0.5
tantalize	positive	1
tantalizing	positive	1
tantalizingly	positive	1
tantrum	negative	-1
tapestry	positive	0.4
tardiness	negative	-1
tardy	positive	-0.25
targets	positive	-0.4
tariff	positive	-0.25
tarnish	positive	-0.5
tarnished	negative	-1
tarnishes	negative	-1
tarnishing	negative	-1
task	positive	-0.25
tasteful	positive	0.6
tasteless	positive	-0.5
tasty	positive	1
tattered	negative	-1
taunt	positive	-0.5
taunted	negative	-1
taunting	negative	-1
tauntingly	negative	-1
taunts	negative	-1
taut	negative	-1
tawdry	positive	-0.8
tax	positive	-0.25
taxing	positive	-0.8
teach	positive	0.4
teacher	positive	0.25
teardrops	positive	-0.6
tearfully	negative	-1
tearily	negative	-1
tears	positive	-0.8
teary	positive	-0.8
tease	positive	-0.5
teasing	positive	-0.8
teasingly	negative	-1
technology	positive	0.1
tedious	positive	-0.5
tediously	negative	-1
tedium	negative	-1
teems	positive	-0.25
temerity	positive	-0.25
temper	positive	-0.5
tempered	positive	-0.8
tempers	positive	-0.4
tempest	positive	-0.5
tempt	positive	-0.25
temptation	positive	-0.5
tempting	positive	-0.25
temptingly	positive	-0.25
tenable	positive	0.4
tenacious	positive	0.5
tenaciously	positive	0.8
tenacity	positive	0.5
tender	positive	0.75
tenderly	positive	0.5
tenderness	positive	0.8
tenement	positive	-0.25
tense	positive	-0.5
tension	positive	-0.5
tentative	negative	-1
tentatively	negative	-1
tenuous	positive	-0.8
tenuously	positive	-0.8
tepid	positive	-0.25
terminal	positive	-0.25
terminally	positive	-0.6
terminate	positive	-0.8
termination	positive	-0.8
termite	positive	-0.25
terrible	positive	-0.75
terribleness	negative	-1
terribly	positive	-0.5
terrific	positive	0.5
terrifically	positive	0.8
terrified	negative	-1
terrifies	negative	-1
terrifying	negative	-1
terror	negative	-1
terror genic	negative	-1
terrorism	positive	-0.75
terrorist	negative	-1
terrorize	positive	-0.75
terrorized	negative	-1
terrorizes	negative	-1
terse	positive	-0.4
testily	negative	-1
testy	negative	-1
tetchily	negative	-1
tetchy	negative	-1
tether	positive	-0.25
thank	positive	0.5
thankful	positive	1
thanking	positive	1
thankless	negative	-1
thanks	positive	0.6
thanksgiving	positive	0.8
the bomb	positive	1
the shit	positive	1
theft	positive	-0.5
theoretical	positive	0.4
therapeutic	positive	1
therapeutics	positive	1
therapist	positive	-0.25
they're like	negative	0
thicker	negative	-1
thicket	positive	-0.25
thief	negative	-1
thieves	negative	-1
thinker	positive	0.5
thinner	positive	1
thirst	positive	-0.25
thirsty	positive	-0.25
thorn	positive	-0.25
thorn in my side	negative	-1
thorny	positive	-0.75
thorough	positive	1
thoroughbred	positive	0.6
thoughtful	positive	1
thoughtfully	positive	1
thoughtfulness	positive	0.5
thoughtless	positive	-0.75
thoughtlessly	negative	-1
thoughtlessness	negative	-1
thrash	positive	-0.5
thrashed	positive	-0.25
thrashing	negative	-1
threadbare	positive	-0.8
threat	positive	-0.75
threaten	positive	-0.75
threatened	positive	-0.5
threatening	negative	-1
threatens	positive	-0.5
threats	positive	-0.75
threesome	negative	-1
threesomes	positive	0.25
thresh	positive	-0.4
thrift	positive	0.5
thrifty	positive	0.8
thrill	positive	0.5
thrilled	positive	0.5
thriller	positive	0.1
thrilling	positive	0.5
thrillingly	positive	1
thrills	positive	1
thrive	positive	1
thriving	positive	0.5
throb	positive	-0.75
throbbed	positive	-0.6
throbbing	positive	-0.6
throbs	positive	-0.6
throne	positive	0.6
throttle	positive	-0.5
thrusting	positive	-0.4
thudding	positive	-0.4
thug	positive	-0.5
thugs	negative	-1
thumb down	negative	-1
thumb up	positive	1
thumbs down	negative	-1
thumbs up	positive	1
thumbsup	positive	1
thundering	positive	-0.5
thunderstorms	positive	-0.25
thunderstruck	positive	-0.25
thwart	positive	-0.75
thwarted	positive	-0.8
thwarting	positive	-0.8
thwarts	positive	-0.8
tickle	positive	0.75
tickled	positive	0.6
tickling	positive	0.6
tidy	positive	0.8
tiff	positive	-0.25
time consuming	negative	-1
time honored	positive	1
timeconsuming	positive	-0.25
timehonored	positive	0.6
timely	positive	0.5
timid	positive	-0.75
timidity	positive	-0.25
timidly	positive	-0.6
timidness	positive	-0.6
timorous	positive	-0.6
tin y	negative	-1
tingle	positive	0.6
tingled	negative	-1
tingling	negative	-1
tinsel	positive	0.6
tipsy	positive	-0.25
tirade	negative	-1
tired	positive	-0.75
tiredness	positive	-0.25
tiresome	positive	-0.5
tiring	negative	-1
tiringly	negative	-1
tit	positive	-0.25
titillate	positive	0.8
titillating	positive	0.8
titillatingly	positive	0.8
tobacco	positive	-0.25
togetherness	positive	1
toil	positive	-0.8
toilet	positive	-0.25
toils	positive	-0.8
tolerable	positive	0.8
tolerant	positive	0.5
tolerate	positive	-0.25
toleration	positive	0.25
toll	positive	-0.6
toll free	positive	1
too good	negative	-2
too high	negative	-1
too long	negative	-1
too many	negative	-2
too much	negative	-2
too much time	negative	-1
too often	negative	-2
too quick	negative	-1
too quickly	negative	-1
too tough	negative	-1
took a long time	negative	-1
toothache	negative	-1
toothless	positive	-0.6
toothsome	positive	-0.25
toothy	positive	-0.25
top	positive	1
top heavy	negative	-1
top notch	positive	1
top quality	positive	1
topheavy	positive	-0.25
topnotch	positive	1
topple	positive	-0.5
topquality	positive	1
tops	positive	1
torment	positive	-0.75
tormented	negative	-1
torn	positive	-0.5
torpedo	positive	-0.25
torpedoed	positive	-0.6
torrent	positive	-0.4
torrents	positive	-0.4
torrid	positive	-0.5
tort	positive	-0.25
tortious	positive	-0.6
tortuous	positive	-0.8
torture	negative	-1
tortured	positive	-0.75
tortures	positive	-0.75
torturing	positive	-0.75
torturous	negative	-1
torturously	negative	-1
totalitarian	positive	-0.75
totalitarianism	negative	-1
tottered	positive	-0.6
touched	positive	0.25
touchy	positive	-0.25
tough	positive	0.25
tougher	positive	0.25
toughest	positive	0.25
toughness	positive	0.25
tout	negative	-1
touted	negative	-1
touts	negative	-1
towering	positive	-0.4
toxic	positive	-0.5
toxically	negative	-1
toxin	negative	-1
traction	positive	1
traditional	positive	0.6
traditionalists	positive	-0.25
traduce	positive	-0.25
tragedy	positive	-0.75
tragic	positive	-0.75
tragically	negative	-1
traitor	positive	-0.5
traitorous	negative	-1
traitorously	negative	-1
tramp	positive	-0.5
trample	positive	-0.8
tranquil	positive	0.75
tranquility	positive	0.5
transcendence	positive	0.6
transcendental	positive	0.6
transgress	positive	-0.8
transgression	positive	-0.5
transgressions	negative	-1
transparent	positive	-0.25
trap	positive	-0.5
traped	negative	-1
trapped	positive	-0.5
trappings	positive	-0.6
traps	positive	-0.5
trash	positive	-0.5
trashed	negative	-1
trashy	positive	-0.5
trauma	positive	-0.75
traumatic	positive	-0.75
traumatically	negative	-1
traumatize	negative	-1
traumatized	negative	-1
travail	positive	-0.4
travesties	negative	-1
travesty	positive	-0.75
treacherous	positive	-0.5
treacherously	positive	-0.6
treachery	positive	-0.5
treason	negative	-1
treasonous	positive	-0.5
treasure	positive	0.75
treasured	positive	1
treasures	positive	1
treatment	positive	-0.25
treats	positive	-0.25
trek	positive	-0.4
trembling	positive	-0.5
tremendously	positive	0.5
tremor	positive	-0.5
tremors	positive	-0.6
tremulous	positive	-0.6
trenches	positive	-0.6
trend	positive	0.4
trending	positive	0.4
trendy	positive	0.1
trepidation	positive	-0.8
trespass	positive	-0.8
trespassed	positive	-0.8
trespassing	positive	-0.8
tribulation	positive	-0.8
tribute	positive	0.6
trick	positive	-0.5
tricked	positive	-0.75
trickery	positive	-0.75
tricking	positive	-0.4
tricky	negative	-1
trifle	positive	-0.1
trigger	positive	-0.4
tripping	positive	-0.6
triumph	positive	0.75
triumphal	positive	0.8
triumphant	positive	0.75
triumphantly	positive	1
triumphed	positive	1
triumphs	positive	1
trivial	positive	-0.25
trivialize	positive	-0.4
trivially	positive	-0.4
trod	positive	-0.25
troll	positive	-0.8
trophy	positive	0.25
trouble	positive	-0.5
trouble free	positive	1
troubled	positive	-0.75
troublefree	positive	0.8
troublemaker	positive	-0.5
troubles	positive	-0.75
troublesome	positive	-0.5
troublesomely	negative	-1
troubling	negative	-1
troublingly	positive	-0.5
truant	negative	-1
truce	positive	0.6
trump	positive	-0.1
trumpet	positive	1
trust	positive	0.5
trusted	positive	0.5
trusting	positive	1
trustingly	positive	1
trustworthiness	positive	1
trustworthy	positive	1
trusty	positive	0.5
truth	positive	1
truthful	positive	1
truthfully	positive	0.8
truthfulness	positive	0.5
tumble	positive	-0.5
tumbled	positive	-0.5
tumbles	positive	-0.4
tumbling	positive	-0.4
tumor	positive	-0.8
tumult	negative	-1
tumultuous	positive	-0.5
tunneled	positive	-0.25
turbulence	positive	-0.4
turbulent	positive	-0.5
turmoil	positive	-0.5
tutelage	positive	0.6
tutor	positive	0.25
twang	positive	-0.25
twat	positive	-0.75
twin	positive	0.25
twinkly	positive	1
twist	negative	-1
twisted	positive	-0.25
twists	negative	-1
twitch	positive	-0.6
twitchy	positive	-0.25
two faced	negative	-1
two faces	negative	-1
twofaced	positive	-0.25
typhoon	positive	-0.6
tyrannical	positive	-0.5
tyrannically	negative	-1
tyranny	positive	-0.5
tyrant	positive	-0.5
ugh	positive	-0.25
uglier	negative	-1
ugliest	positive	-0.5
ugliness	positive	-0.5
ugly	positive	-0.75
ulcer	positive	-0.8
ulterior	positive	-0.5
ultimatum	positive	-0.5
ultimatums	positive	-0.4
ultra crisp	positive	1
ultra hardline	negative	-1
ultramodern	positive	0.4
umpire	positive	0.4
un viewable	negative	-1
unabashed	positive	-0.4
unabashedly	positive	-0.4
unable	positive	-0.5
unacceptable	positive	-0.75
unacceptablely	negative	-1
unacceptably	positive	-0.8
unaccessible	positive	-0.8
unaccountable	positive	-0.8
unaccustomed	positive	-0.6
unachievable	positive	-0.8
unaffected	positive	1
unaffordable	positive	-0.8
unamused	negative	-1
unanimity	positive	0.4
unanimous	positive	0.4
unanimously	positive	0.25
unanswered	positive	-0.6
unapologetic	positive	-0.6
unappealing	negative	-1
unappreciated	negative	-1
unappreciative	negative	-1
unapproved	positive	-0.5
unassailable	positive	-0.4
unattached	positive	-0.6
unattainable	positive	-0.8
unattractive	positive	-0.5
unauthentic	negative	-1
unauthorized	positive	-0.8
unavailable	positive	-0.5
unavoidable	positive	-0.5
unavoidably	positive	-0.8
unaware	positive	-0.75
unbearable	positive	-0.75
unbearablely	negative	-1
unbearably	positive	-0.8
unbeatable	positive	1
unbelief	positive	-0.6
unbelievable	positive	-0.75
unbelievably	positive	-0.5
unbelieving	positive	-0.6
unbiased	positive	0.75
unblinking	positive	-0.4
unborn	positive	-0.5
unbound	positive	-0.25
unbreakable	positive	0.8
unbroken	positive	0.4
uncanny	positive	0.25
uncaring	positive	-0.5
uncertain	positive	-0.75
uncertainty	positive	-0.8
unchangeable	positive	-0.6
unchecked	positive	-0.6
uncivil	negative	-1
uncivilized	negative	-1
unclean	positive	-0.5
unclear	positive	-0.5
uncollectible	negative	-1
uncomfortable	positive	-0.75
uncomfortably	positive	-0.5
uncomfy	negative	-1
uncompetitive	positive	-0.25
uncomplicated	positive	0.5
uncompromising	positive	-0.5
uncompromisingly	positive	-0.6
unconcerned	positive	-0.5
unconditional	positive	0.4
unconditionally	positive	0.4
unconfirmed	positive	-0.5
unconscionable	negative	-1
unconscious	positive	-0.5
unconstitutional	positive	-0.5
uncontrollable	negative	-1
uncontrollably	negative	-1
uncontrolled	positive	-0.5
unconvinced	positive	-0.5
unconvincing	positive	-0.5
unconvincingly	negative	-1
uncooperative	negative	-1
uncouth	negative	-1
uncreative	negative	-1
uncredited	positive	-0.8
undamaged	positive	0.5
undaunted	positive	0.8
undecided	negative	-1
undefined	positive	-0.6
undependability	negative	-1
undependable	negative	-1
under the weather	positive	-0.5
underbelly	positive	-0.4
undercut	positive	-0.4
undercuts	positive	-0.4
undercutting	positive	-0.4
underdog	positive	-0.25
underestimate	positive	-0.5
underestimated	positive	-0.4
underestimates	positive	-0.4
underestimating	positive	-0.4
underlings	positive	-0.25
underlying	positive	-0.25
undermine	positive	-0.5
undermined	positive	-0.75
undermines	positive	-0.5
undermining	positive	-0.75
underpaid	positive	-0.75
underpowered	positive	-0.6
undersize	positive	-0.25
undersized	positive	-0.5
understaffed	positive	-0.8
understand	positive	1
understandable	positive	0.8
understanding	positive	1
understands	positive	1
underweight	positive	-0.8
underworld	positive	-0.6
underwrite	positive	-0.25
undeserving	negative	-1
undesirable	positive	-0.75
undesired	negative	-1
undetermined	positive	-0.6
undid	positive	-0.4
undigested	positive	-0.6
